eco,white_elo,black_elo,result,elo_difference,eco_cat,white_player,black_player
 B47,2405,2560, 1/2-1/2,-155,B20 - B99,Player 13003_white,Player 13003_black
 B47,2520,2560, 0-1,-40,B20 - B99,Player 13004_white,Player 13004_black
 B32,2565,2530, 0-1,35,B20 - B99,Player 13005_white,Player 13005_black
 B47,2490,2515, 1/2-1/2,-25,B20 - B99,Player 13006_white,Player 13006_black
 B32,2540,2485, 1/2-1/2,55,B20 - B99,Player 13007_white,Player 13007_black
 B32,2534,2530, 1-0,4,B20 - B99,Player 13008_white,Player 13008_black
 B48,2370,2515, 1/2-1/2,-145,B20 - B99,Player 13009_white,Player 13009_black
 B40,2612,2514, 1/2-1/2,98,B20 - B99,Player 13010_white,Player 13010_black
 B47,2482,2530, 0-1,-48,B20 - B99,Player 13011_white,Player 13011_black
 B46,2556,2424, 1/2-1/2,132,B20 - B99,Player 13012_white,Player 13012_black
 B47,2590,2550, 1-0,40,B20 - B99,Player 13013_white,Player 13013_black
 B47,2470,2609, 1/2-1/2,-139,B20 - B99,Player 13014_white,Player 13014_black
 B48,2542,2529, 0-1,13,B20 - B99,Player 13015_white,Player 13015_black
 B32,2591,2490, 1/2-1/2,101,B20 - B99,Player 13016_white,Player 13016_black
 B48,2480,2474, 1-0,6,B20 - B99,Player 13017_white,Player 13017_black
 B45,2593,2652, 1-0,-59,B20 - B99,Player 13018_white,Player 13018_black
 B48,2570,2573, 0-1,-3,B20 - B99,Player 13019_white,Player 13019_black
 B46,2543,2407, 1-0,136,B20 - B99,Player 13020_white,Player 13020_black
 B47,2560,2424, 0-1,136,B20 - B99,Player 13021_white,Player 13021_black
 B40,2624,2616, 1/2-1/2,8,B20 - B99,Player 13022_white,Player 13022_black
 B47,2475,2424, 1-0,51,B20 - B99,Player 13023_white,Player 13023_black
 B47,2326,2500, 1/2-1/2,-174,B20 - B99,Player 13024_white,Player 13024_black
 B47,2475,2440, 0-1,35,B20 - B99,Player 13025_white,Player 13025_black
 B32,2576,2475, 1-0,101,B20 - B99,Player 13026_white,Player 13026_black
 B47,2567,2550, 0-1,17,B20 - B99,Player 13027_white,Player 13027_black
 B32,2608,2556, 1/2-1/2,52,B20 - B99,Player 13028_white,Player 13028_black
 B45,2633,2488, 0-1,145,B20 - B99,Player 13029_white,Player 13029_black
 B46,2361,2422, 1-0,-61,B20 - B99,Player 13030_white,Player 13030_black
 B32,2527,2613, 1/2-1/2,-86,B20 - B99,Player 13031_white,Player 13031_black
 B48,2540,2519, 0-1,21,B20 - B99,Player 13032_white,Player 13032_black
 B46,2581,2469, 1-0,112,B20 - B99,Player 13033_white,Player 13033_black
 B32,2287,2505, 0-1,-218,B20 - B99,Player 13034_white,Player 13034_black
 B47,2513,2560, 1/2-1/2,-47,B20 - B99,Player 13035_white,Player 13035_black
 B47,2391,2446, 1/2-1/2,-55,B20 - B99,Player 13036_white,Player 13036_black
 B47,2571,2584, 1/2-1/2,-13,B20 - B99,Player 13037_white,Player 13037_black
 B47,2563,2454, 1-0,109,B20 - B99,Player 13038_white,Player 13038_black
 B47,2539,2584, 1/2-1/2,-45,B20 - B99,Player 13039_white,Player 13039_black
 B47,2605,2257, 1/2-1/2,348,B20 - B99,Player 13040_white,Player 13040_black
 B47,2497,2444, 0-1,53,B20 - B99,Player 13041_white,Player 13041_black
 B40,2495,2423, 1/2-1/2,72,B20 - B99,Player 13042_white,Player 13042_black
 B47,2466,2547, 1-0,-81,B20 - B99,Player 13043_white,Player 13043_black
 B47,2607,2617, 1/2-1/2,-10,B20 - B99,Player 13044_white,Player 13044_black
 B46,2490,2551, 1/2-1/2,-61,B20 - B99,Player 13045_white,Player 13045_black
 B48,2248,2525, 0-1,-277,B20 - B99,Player 13046_white,Player 13046_black
 B46,2548,2476, 1/2-1/2,72,B20 - B99,Player 13047_white,Player 13047_black
 B47,2490,2526, 1-0,-36,B20 - B99,Player 13048_white,Player 13048_black
 B49,2436,2479, 0-1,-43,B20 - B99,Player 13049_white,Player 13049_black
 B40,2546,2469, 1/2-1/2,77,B20 - B99,Player 13050_white,Player 13050_black
 B46,2515,2596, 1-0,-81,B20 - B99,Player 13051_white,Player 13051_black
 B47,2479,2545, 1/2-1/2,-66,B20 - B99,Player 13052_white,Player 13052_black
 B32,2507,2578, 0-1,-71,B20 - B99,Player 13053_white,Player 13053_black
 B40,2474,2125, 1-0,349,B20 - B99,Player 13054_white,Player 13054_black
 B32,2434,2548, 1-0,-114,B20 - B99,Player 13055_white,Player 13055_black
 B32,2533,2344, 1/2-1/2,189,B20 - B99,Player 13056_white,Player 13056_black
 B47,2267,2512, 0-1,-245,B20 - B99,Player 13057_white,Player 13057_black
 B40,2557,2471, 1-0,86,B20 - B99,Player 13058_white,Player 13058_black
 B32,2462,2529, 1/2-1/2,-67,B20 - B99,Player 13059_white,Player 13059_black
 B40,2480,2437, 1-0,43,B20 - B99,Player 13060_white,Player 13060_black
 B32,2561,2515, 1/2-1/2,46,B20 - B99,Player 13061_white,Player 13061_black
 B47,2374,2476, 1-0,-102,B20 - B99,Player 13062_white,Player 13062_black
 B47,2464,2465, 1/2-1/2,-1,B20 - B99,Player 13063_white,Player 13063_black
 B32,2575,2573, 1/2-1/2,2,B20 - B99,Player 13064_white,Player 13064_black
 B47,2465,2556, 1/2-1/2,-91,B20 - B99,Player 13065_white,Player 13065_black
 B47,2335,2437, 0-1,-102,B20 - B99,Player 13066_white,Player 13066_black
 B48,2505,2629, 0-1,-124,B20 - B99,Player 13067_white,Player 13067_black
 B32,2553,2610, 1-0,-57,B20 - B99,Player 13068_white,Player 13068_black
 B45,2597,2489, 1-0,108,B20 - B99,Player 13069_white,Player 13069_black
 B46,2662,2543, 1/2-1/2,119,B20 - B99,Player 13070_white,Player 13070_black
 B48,2606,2522, 1/2-1/2,84,B20 - B99,Player 13071_white,Player 13071_black
 B47,2542,2456, 1-0,86,B20 - B99,Player 13072_white,Player 13072_black
 C01,2623,2467, 1-0,156,C00 - C19,Player 13073_white,Player 13073_black
 B45,2462,2560, 1/2-1/2,-98,B20 - B99,Player 13074_white,Player 13074_black
 B45,2522,2554, 1-0,-32,B20 - B99,Player 13075_white,Player 13075_black
 B32,2606,2574, 1-0,32,B20 - B99,Player 13076_white,Player 13076_black
 B47,2434,2474, 1/2-1/2,-40,B20 - B99,Player 13077_white,Player 13077_black
 B32,2305,2495, 0-1,-190,B20 - B99,Player 13078_white,Player 13078_black
 B32,2601,2549, 1/2-1/2,52,B20 - B99,Player 13079_white,Player 13079_black
 B47,2497,2489, 1/2-1/2,8,B20 - B99,Player 13080_white,Player 13080_black
 B32,2542,2495, 1/2-1/2,47,B20 - B99,Player 13081_white,Player 13081_black
 B47,2588,2489, 1/2-1/2,99,B20 - B99,Player 13082_white,Player 13082_black
 B47,2456,2489, 1/2-1/2,-33,B20 - B99,Player 13083_white,Player 13083_black
 B48,2456,2519, 1/2-1/2,-63,B20 - B99,Player 13084_white,Player 13084_black
 B32,2498,2572, 0-1,-74,B20 - B99,Player 13085_white,Player 13085_black
 B45,2513,2733, 1/2-1/2,-220,B20 - B99,Player 13086_white,Player 13086_black
 B32,2595,2593, 0-1,2,B20 - B99,Player 13087_white,Player 13087_black
 B45,2544,2589, 1/2-1/2,-45,B20 - B99,Player 13088_white,Player 13088_black
 B48,2395,2342, 1-0,53,B20 - B99,Player 13089_white,Player 13089_black
 B32,2637,2552, 1-0,85,B20 - B99,Player 13090_white,Player 13090_black
 B47,2401,2568, 1-0,-167,B20 - B99,Player 13091_white,Player 13091_black
 B32,2611,2485, 1/2-1/2,126,B20 - B99,Player 13092_white,Player 13092_black
 B48,2593,2401, 0-1,192,B20 - B99,Player 13093_white,Player 13093_black
 B46,2567,2602, 1/2-1/2,-35,B20 - B99,Player 13094_white,Player 13094_black
 B32,2450,2478, 0-1,-28,B20 - B99,Player 13095_white,Player 13095_black
 B45,2559,2550, 1-0,9,B20 - B99,Player 13096_white,Player 13096_black
 B47,2556,2477, 0-1,79,B20 - B99,Player 13097_white,Player 13097_black
 B48,2652,2520, 1-0,132,B20 - B99,Player 13098_white,Player 13098_black
 B47,2455,2505, 1-0,-50,B20 - B99,Player 13099_white,Player 13099_black
 B48,2585,2604, 1/2-1/2,-19,B20 - B99,Player 13100_white,Player 13100_black
 B45,2599,2561, 1-0,38,B20 - B99,Player 13101_white,Player 13101_black
 B46,2725,2679, 1/2-1/2,46,B20 - B99,Player 13102_white,Player 13102_black
 B46,2501,2613, 1/2-1/2,-112,B20 - B99,Player 13103_white,Player 13103_black
 B45,2517,2465, 1-0,52,B20 - B99,Player 13104_white,Player 13104_black
 B48,2540,2610, 1-0,-70,B20 - B99,Player 13105_white,Player 13105_black
 B46,2607,2679, 1-0,-72,B20 - B99,Player 13106_white,Player 13106_black
 B48,2517,2562, 0-1,-45,B20 - B99,Player 13107_white,Player 13107_black
 B32,2572,2574, 0-1,-2,B20 - B99,Player 13108_white,Player 13108_black
 B40,2674,2788, 1/2-1/2,-114,B20 - B99,Player 13109_white,Player 13109_black
 B47,2451,2513, 1/2-1/2,-62,B20 - B99,Player 13110_white,Player 13110_black
 B40,2467,2582, 1/2-1/2,-115,B20 - B99,Player 13111_white,Player 13111_black
 B48,2458,2418, 1-0,40,B20 - B99,Player 13112_white,Player 13112_black
 B48,2538,2607, 1-0,-69,B20 - B99,Player 13113_white,Player 13113_black
 B45,2614,2594, 1-0,20,B20 - B99,Player 13114_white,Player 13114_black
 B48,2543,2469, 1/2-1/2,74,B20 - B99,Player 13115_white,Player 13115_black
 B40,2514,2512, 1/2-1/2,2,B20 - B99,Player 13116_white,Player 13116_black
 B47,2353,2482, 1/2-1/2,-129,B20 - B99,Player 13117_white,Player 13117_black
 B32,2637,2592, 1-0,45,B20 - B99,Player 13118_white,Player 13118_black
 B48,2497,2553, 1/2-1/2,-56,B20 - B99,Player 13119_white,Player 13119_black
 B46,2570,2494, 0-1,76,B20 - B99,Player 13120_white,Player 13120_black
 B49,2479,2597, 1/2-1/2,-118,B20 - B99,Player 13121_white,Player 13121_black
 B46,2523,2414, 1/2-1/2,109,B20 - B99,Player 13122_white,Player 13122_black
 B48,2393,2579, 0-1,-186,B20 - B99,Player 13123_white,Player 13123_black
 B48,2493,2579, 0-1,-86,B20 - B99,Player 13124_white,Player 13124_black
 B46,2424,2573, 0-1,-149,B20 - B99,Player 13125_white,Player 13125_black
 B47,2518,2477, 1-0,41,B20 - B99,Player 13126_white,Player 13126_black
 B48,2573,2477, 1/2-1/2,96,B20 - B99,Player 13127_white,Player 13127_black
 B46,2473,2484, 1-0,-11,B20 - B99,Player 13128_white,Player 13128_black
 B46,2564,2660, 1/2-1/2,-96,B20 - B99,Player 13129_white,Player 13129_black
 B45,2623,2628, 1/2-1/2,-5,B20 - B99,Player 13130_white,Player 13130_black
 B46,2550,2613, 1/2-1/2,-63,B20 - B99,Player 13131_white,Player 13131_black
 B48,2601,2613, 0-1,-12,B20 - B99,Player 13132_white,Player 13132_black
 B46,2579,2499, 1/2-1/2,80,B20 - B99,Player 13133_white,Player 13133_black
 B46,2578,2647, 1-0,-69,B20 - B99,Player 13134_white,Player 13134_black
 B32,2579,2558, 1/2-1/2,21,B20 - B99,Player 13135_white,Player 13135_black
 B46,2528,2647, 0-1,-119,B20 - B99,Player 13136_white,Player 13136_black
 B47,2516,2547, 1-0,-31,B20 - B99,Player 13137_white,Player 13137_black
 B40,2641,2482, 1/2-1/2,159,B20 - B99,Player 13138_white,Player 13138_black
 B40,2548,2507, 1-0,41,B20 - B99,Player 13139_white,Player 13139_black
 B48,2657,2556, 1-0,101,B20 - B99,Player 13140_white,Player 13140_black
 B48,2490,2503, 1-0,-13,B20 - B99,Player 13141_white,Player 13141_black
 B47,2510,2458, 0-1,52,B20 - B99,Player 13142_white,Player 13142_black
 B46,2543,2750, 1/2-1/2,-207,B20 - B99,Player 13143_white,Player 13143_black
 B48,2573,2420, 1-0,153,B20 - B99,Player 13144_white,Player 13144_black
 B32,2539,2602, 1-0,-63,B20 - B99,Player 13145_white,Player 13145_black
 B45,2580,2585, 0-1,-5,B20 - B99,Player 13146_white,Player 13146_black
 B32,2541,2602, 0-1,-61,B20 - B99,Player 13147_white,Player 13147_black
 B46,2506,2580, 1/2-1/2,-74,B20 - B99,Player 13148_white,Player 13148_black
 B46,2525,2619, 1-0,-94,B20 - B99,Player 13149_white,Player 13149_black
 B40,2606,2614, 1/2-1/2,-8,B20 - B99,Player 13150_white,Player 13150_black
 B45,2545,2584, 1/2-1/2,-39,B20 - B99,Player 13151_white,Player 13151_black
 B48,2440,2547, 1-0,-107,B20 - B99,Player 13152_white,Player 13152_black
 B45,2271,2572, 0-1,-301,B20 - B99,Player 13153_white,Player 13153_black
 B48,2517,2567, 1/2-1/2,-50,B20 - B99,Player 13154_white,Player 13154_black
 B40,2494,2323, 1-0,171,B20 - B99,Player 13155_white,Player 13155_black
 B47,2481,2608, 1/2-1/2,-127,B20 - B99,Player 13156_white,Player 13156_black
 B48,2596,2608, 0-1,-12,B20 - B99,Player 13157_white,Player 13157_black
 B45,2637,2565, 1-0,72,B20 - B99,Player 13158_white,Player 13158_black
 B49,2436,2639, 1-0,-203,B20 - B99,Player 13159_white,Player 13159_black
 B46,2481,2609, 0-1,-128,B20 - B99,Player 13160_white,Player 13160_black
 B32,2445,2509, 0-1,-64,B20 - B99,Player 13161_white,Player 13161_black
 B48,2490,2461, 1/2-1/2,29,B20 - B99,Player 13162_white,Player 13162_black
 B46,2577,2623, 1/2-1/2,-46,B20 - B99,Player 13163_white,Player 13163_black
 B45,2526,2594, 1/2-1/2,-68,B20 - B99,Player 13164_white,Player 13164_black
 B48,2485,2495, 1/2-1/2,-10,B20 - B99,Player 13165_white,Player 13165_black
 B46,2557,2595, 0-1,-38,B20 - B99,Player 13166_white,Player 13166_black
 B32,2656,2561, 1/2-1/2,95,B20 - B99,Player 13167_white,Player 13167_black
 B48,2612,2569, 1-0,43,B20 - B99,Player 13168_white,Player 13168_black
 B32,2576,2446, 1-0,130,B20 - B99,Player 13169_white,Player 13169_black
 B40,2537,2534, 1-0,3,B20 - B99,Player 13170_white,Player 13170_black
 B48,2650,2596, 1-0,54,B20 - B99,Player 13171_white,Player 13171_black
 B47,2421,2547, 0-1,-126,B20 - B99,Player 13172_white,Player 13172_black
 B46,2671,2525, 0-1,146,B20 - B99,Player 13173_white,Player 13173_black
 B46,2513,2525, 1/2-1/2,-12,B20 - B99,Player 13174_white,Player 13174_black
 B45,2451,2550, 0-1,-99,B20 - B99,Player 13175_white,Player 13175_black
 B48,2294,2550, 1/2-1/2,-256,B20 - B99,Player 13176_white,Player 13176_black
 B47,2588,2479, 1/2-1/2,109,B20 - B99,Player 13177_white,Player 13177_black
 B48,2588,2532, 1/2-1/2,56,B20 - B99,Player 13178_white,Player 13178_black
 B47,2484,2574, 1/2-1/2,-90,B20 - B99,Player 13179_white,Player 13179_black
 B45,2600,2591, 1-0,9,B20 - B99,Player 13180_white,Player 13180_black
 B46,2549,2412, 1-0,137,B20 - B99,Player 13181_white,Player 13181_black
 B47,2613,2451, 1/2-1/2,162,B20 - B99,Player 13182_white,Player 13182_black
 D18,2617,2587, 1/2-1/2,30,D00 - D69,Player 13183_white,Player 13183_black
 D17,2547,2652, 1-0,-105,D00 - D69,Player 13184_white,Player 13184_black
 D17,2569,2625, 1/2-1/2,-56,D00 - D69,Player 13185_white,Player 13185_black
 D17,2608,2498, 1/2-1/2,110,D00 - D69,Player 13186_white,Player 13186_black
 D19,2521,2632, 1/2-1/2,-111,D00 - D69,Player 13187_white,Player 13187_black
 D17,2496,2462, 1-0,34,D00 - D69,Player 13188_white,Player 13188_black
 D18,2620,2632, 1/2-1/2,-12,D00 - D69,Player 13189_white,Player 13189_black
 D17,2632,2709, 1/2-1/2,-77,D00 - D69,Player 13190_white,Player 13190_black
 D17,2474,2480, 1/2-1/2,-6,D00 - D69,Player 13191_white,Player 13191_black
 D17,2592,2552, 1/2-1/2,40,D00 - D69,Player 13192_white,Player 13192_black
 D10,2476,2472, 1/2-1/2,4,D00 - D69,Player 13193_white,Player 13193_black
 D10,2647,2707, 1-0,-60,D00 - D69,Player 13194_white,Player 13194_black
 D18,2583,2552, 1/2-1/2,31,D00 - D69,Player 13195_white,Player 13195_black
 D17,2506,2504, 1/2-1/2,2,D00 - D69,Player 13196_white,Player 13196_black
 D17,2654,2447, 1-0,207,D00 - D69,Player 13197_white,Player 13197_black
 D17,2636,2608, 1-0,28,D00 - D69,Player 13198_white,Player 13198_black
 D18,2438,2596, 1/2-1/2,-158,D00 - D69,Player 13199_white,Player 13199_black
 D11,2490,2200, 0-1,290,D00 - D69,Player 13200_white,Player 13200_black
 D02,2500,2415, 1-0,85,D00 - D69,Player 13201_white,Player 13201_black
 D11,2570,2540, 1-0,30,D00 - D69,Player 13202_white,Player 13202_black
 D11,2520,2535, 1/2-1/2,-15,D00 - D69,Player 13203_white,Player 13203_black
 D11,2540,2435, 1/2-1/2,105,D00 - D69,Player 13204_white,Player 13204_black
 D11,2460,2565, 0-1,-105,D00 - D69,Player 13205_white,Player 13205_black
 D11,2520,2570, 1/2-1/2,-50,D00 - D69,Player 13206_white,Player 13206_black
 A05,2495,2485, 1/2-1/2,10,A00 - A39,Player 13207_white,Player 13207_black
 D11,2525,2595, 1/2-1/2,-70,D00 - D69,Player 13208_white,Player 13208_black
 A06,2540,2535, 1/2-1/2,5,A00 - A39,Player 13209_white,Player 13209_black
 D21,2470,2550, 0-1,-80,D00 - D69,Player 13210_white,Player 13210_black
 A06,2505,2400, 1/2-1/2,105,A00 - A39,Player 13211_white,Player 13211_black
 A15,2485,2505, 1/2-1/2,-20,A00 - A39,Player 13212_white,Player 13212_black
 D11,2535,2550, 1-0,-15,D00 - D69,Player 13213_white,Player 13213_black
 D11,2535,2215, 1-0,320,D00 - D69,Player 13214_white,Player 13214_black
 A06,2575,2640, 0-1,-65,A00 - A39,Player 13215_white,Player 13215_black
 D02,2465,2520, 1/2-1/2,-55,D00 - D69,Player 13216_white,Player 13216_black
 D10,2475,2455, 1/2-1/2,20,D00 - D69,Player 13217_white,Player 13217_black
 D21,2550,2640, 0-1,-90,D00 - D69,Player 13218_white,Player 13218_black
 D21,2460,2475, 1-0,-15,D00 - D69,Player 13219_white,Player 13219_black
 D11,2505,2535, 1/2-1/2,-30,D00 - D69,Player 13220_white,Player 13220_black
 D11,2580,2535, 0-1,45,D00 - D69,Player 13221_white,Player 13221_black
 A06,2560,2625, 1/2-1/2,-65,A00 - A39,Player 13222_white,Player 13222_black
 A06,2560,2530, 0-1,30,A00 - A39,Player 13223_white,Player 13223_black
 A06,2365,2375, 1-0,-10,A00 - A39,Player 13224_white,Player 13224_black
 D11,2470,2495, 1/2-1/2,-25,D00 - D69,Player 13225_white,Player 13225_black
 A06,2510,2590, 1/2-1/2,-80,A00 - A39,Player 13226_white,Player 13226_black
 D11,2390,2470, 1-0,-80,D00 - D69,Player 13227_white,Player 13227_black
 D11,2510,2420, 1/2-1/2,90,D00 - D69,Player 13228_white,Player 13228_black
 D11,2500,2555, 1/2-1/2,-55,D00 - D69,Player 13229_white,Player 13229_black
 D11,2545,2420, 1-0,125,D00 - D69,Player 13230_white,Player 13230_black
 D21,2475,2495, 1/2-1/2,-20,D00 - D69,Player 13231_white,Player 13231_black
 D11,2470,2450, 1-0,20,D00 - D69,Player 13232_white,Player 13232_black
 A06,2535,2670, 1-0,-135,A00 - A39,Player 13233_white,Player 13233_black
 D11,2305,2425, 0-1,-120,D00 - D69,Player 13234_white,Player 13234_black
 A05,2470,2435, 0-1,35,A00 - A39,Player 13235_white,Player 13235_black
 D11,2465,2560, 1/2-1/2,-95,D00 - D69,Player 13236_white,Player 13236_black
 A05,2550,2425, 1/2-1/2,125,A00 - A39,Player 13237_white,Player 13237_black
 D11,2375,2485, 0-1,-110,D00 - D69,Player 13238_white,Player 13238_black
 D11,2505,2465, 1/2-1/2,40,D00 - D69,Player 13239_white,Player 13239_black
 D11,2575,2440, 1-0,135,D00 - D69,Player 13240_white,Player 13240_black
 D11,2480,2565, 1/2-1/2,-85,D00 - D69,Player 13241_white,Player 13241_black
 D11,2485,2575, 1/2-1/2,-90,D00 - D69,Player 13242_white,Player 13242_black
 D11,2530,2500, 1/2-1/2,30,D00 - D69,Player 13243_white,Player 13243_black
 D02,2595,2520, 0-1,75,D00 - D69,Player 13244_white,Player 13244_black
 D11,2525,2495, 0-1,30,D00 - D69,Player 13245_white,Player 13245_black
 D11,2485,2535, 1/2-1/2,-50,D00 - D69,Player 13246_white,Player 13246_black
 A06,2420,2550, 0-1,-130,A00 - A39,Player 13247_white,Player 13247_black
 D02,2582,2105, 1-0,477,D00 - D69,Player 13248_white,Player 13248_black
 D11,2609,2575, 1-0,34,D00 - D69,Player 13249_white,Player 13249_black
 D11,2515,2541, 1-0,-26,D00 - D69,Player 13250_white,Player 13250_black
 D11,2527,2398, 1/2-1/2,129,D00 - D69,Player 13251_white,Player 13251_black
 D02,2513,2417, 1/2-1/2,96,D00 - D69,Player 13252_white,Player 13252_black
 D11,2575,2479, 1/2-1/2,96,D00 - D69,Player 13253_white,Player 13253_black
 D11,2670,2574, 1/2-1/2,96,D00 - D69,Player 13254_white,Player 13254_black
 D11,2616,2501, 1-0,115,D00 - D69,Player 13255_white,Player 13255_black
 A06,2474,2571, 1/2-1/2,-97,A00 - A39,Player 13256_white,Player 13256_black
 D11,2549,2463, 1-0,86,D00 - D69,Player 13257_white,Player 13257_black
 D11,2578,2472, 1/2-1/2,106,D00 - D69,Player 13258_white,Player 13258_black
 D11,2480,2546, 0-1,-66,D00 - D69,Player 13259_white,Player 13259_black
 D11,2475,2435, 1-0,40,D00 - D69,Player 13260_white,Player 13260_black
 D21,2415,2584, 1/2-1/2,-169,D00 - D69,Player 13261_white,Player 13261_black
 D11,2521,2611, 1/2-1/2,-90,D00 - D69,Player 13262_white,Player 13262_black
 A06,2413,2482, 1/2-1/2,-69,A00 - A39,Player 13263_white,Player 13263_black
 D21,2485,2609, 0-1,-124,D00 - D69,Player 13264_white,Player 13264_black
 D21,2509,2389, 0-1,120,D00 - D69,Player 13265_white,Player 13265_black
 A50,2487,2377, 1/2-1/2,110,A50 - A79,Player 13266_white,Player 13266_black
 D11,2560,2461, 1/2-1/2,99,D00 - D69,Player 13267_white,Player 13267_black
 D11,2446,2499, 0-1,-53,D00 - D69,Player 13268_white,Player 13268_black
 D11,2443,2557, 0-1,-114,D00 - D69,Player 13269_white,Player 13269_black
 D11,2457,2584, 0-1,-127,D00 - D69,Player 13270_white,Player 13270_black
 D11,2474,2470, 1/2-1/2,4,D00 - D69,Player 13271_white,Player 13271_black
 D02,2601,2512, 1/2-1/2,89,D00 - D69,Player 13272_white,Player 13272_black
 D11,2393,2638, 1/2-1/2,-245,D00 - D69,Player 13273_white,Player 13273_black
 D11,2449,2503, 1/2-1/2,-54,D00 - D69,Player 13274_white,Player 13274_black
 A50,2503,2495, 1/2-1/2,8,A50 - A79,Player 13275_white,Player 13275_black
 D21,2467,2485, 1/2-1/2,-18,D00 - D69,Player 13276_white,Player 13276_black
 D10,2541,2536, 1/2-1/2,5,D00 - D69,Player 13277_white,Player 13277_black
 A06,2600,2486, 1/2-1/2,114,A00 - A39,Player 13278_white,Player 13278_black
 D21,2313,2453, 1/2-1/2,-140,D00 - D69,Player 13279_white,Player 13279_black
 D11,2440,2573, 1/2-1/2,-133,D00 - D69,Player 13280_white,Player 13280_black
 D11,2610,2495, 1-0,115,D00 - D69,Player 13281_white,Player 13281_black
 A06,2634,2571, 1/2-1/2,63,A00 - A39,Player 13282_white,Player 13282_black
 D11,2539,2531, 1-0,8,D00 - D69,Player 13283_white,Player 13283_black
 A05,2597,2499, 1/2-1/2,98,A00 - A39,Player 13284_white,Player 13284_black
 D11,2554,2455, 0-1,99,D00 - D69,Player 13285_white,Player 13285_black
 D11,2570,2508, 1/2-1/2,62,D00 - D69,Player 13286_white,Player 13286_black
 D11,2565,2525, 1-0,40,D00 - D69,Player 13287_white,Player 13287_black
 D11,2586,2647, 1/2-1/2,-61,D00 - D69,Player 13288_white,Player 13288_black
 D11,2522,2644, 1/2-1/2,-122,D00 - D69,Player 13289_white,Player 13289_black
 D02,2570,2532, 1/2-1/2,38,D00 - D69,Player 13290_white,Player 13290_black
 D11,2525,2538, 1-0,-13,D00 - D69,Player 13291_white,Player 13291_black
 D11,2590,2557, 1/2-1/2,33,D00 - D69,Player 13292_white,Player 13292_black
 D11,2646,2565, 0-1,81,D00 - D69,Player 13293_white,Player 13293_black
 D11,2646,2592, 1/2-1/2,54,D00 - D69,Player 13294_white,Player 13294_black
 D21,2496,2567, 1-0,-71,D00 - D69,Player 13295_white,Player 13295_black
 D11,2602,2426, 1-0,176,D00 - D69,Player 13296_white,Player 13296_black
 D11,2576,2661, 1/2-1/2,-85,D00 - D69,Player 13297_white,Player 13297_black
 D11,2578,2435, 1/2-1/2,143,D00 - D69,Player 13298_white,Player 13298_black
 D11,2584,2644, 1/2-1/2,-60,D00 - D69,Player 13299_white,Player 13299_black
 D11,2589,2486, 1/2-1/2,103,D00 - D69,Player 13300_white,Player 13300_black
 D02,2577,2482, 1/2-1/2,95,D00 - D69,Player 13301_white,Player 13301_black
 D11,2566,2560, 1/2-1/2,6,D00 - D69,Player 13302_white,Player 13302_black
 D11,2639,2531, 0-1,108,D00 - D69,Player 13303_white,Player 13303_black
 D11,2518,2294, 1/2-1/2,224,D00 - D69,Player 13304_white,Player 13304_black
 D02,2419,2661, 0-1,-242,D00 - D69,Player 13305_white,Player 13305_black
 D02,2544,2499, 1-0,45,D00 - D69,Player 13306_white,Player 13306_black
 A15,2599,2525, 1-0,74,A00 - A39,Player 13307_white,Player 13307_black
 A06,2574,2471, 1/2-1/2,103,A00 - A39,Player 13308_white,Player 13308_black
 D02,2587,2413, 1/2-1/2,174,D00 - D69,Player 13309_white,Player 13309_black
 D02,2591,2534, 1/2-1/2,57,D00 - D69,Player 13310_white,Player 13310_black
 A06,2557,2398, 1-0,159,A00 - A39,Player 13311_white,Player 13311_black
 D16,2543,2595, 1-0,-52,D00 - D69,Player 13312_white,Player 13312_black
 D16,2707,2547, 0-1,160,D00 - D69,Player 13313_white,Player 13313_black
 A46,2485,2668, 1/2-1/2,-183,A45 - A49,Player 13314_white,Player 13314_black
 D16,2578,2464, 1/2-1/2,114,D00 - D69,Player 13315_white,Player 13315_black
 A46,2545,2480, 1/2-1/2,65,A45 - A49,Player 13316_white,Player 13316_black
 C93,2500,2430, 1/2-1/2,70,C20 - C99,Player 13317_white,Player 13317_black
 A46,2475,2510, 1-0,-35,A45 - A49,Player 13318_white,Player 13318_black
 A13,2555,2565, 1/2-1/2,-10,A00 - A39,Player 13319_white,Player 13319_black
 B07,2535,2600, 1-0,-65,B00 - B09,Player 13320_white,Player 13320_black
 C92,2560,2385, 1/2-1/2,175,C20 - C99,Player 13321_white,Player 13321_black
 E77,2545,2545, 1/2-1/2,0,E60 - E99,Player 13322_white,Player 13322_black
 A05,2555,2515, 1/2-1/2,40,A00 - A39,Player 13323_white,Player 13323_black
 A48,2560,2590, 1/2-1/2,-30,A45 - A49,Player 13324_white,Player 13324_black
 A45,2535,2555, 1/2-1/2,-20,A45 - A49,Player 13325_white,Player 13325_black
 A48,2480,2590, 0-1,-110,A45 - A49,Player 13326_white,Player 13326_black
 C88,2590,2280, 1-0,310,C20 - C99,Player 13327_white,Player 13327_black
 B06,2615,2615, 1-0,0,B00 - B09,Player 13328_white,Player 13328_black
 C78,2630,2430, 1-0,200,C20 - C99,Player 13329_white,Player 13329_black
 A05,2610,2630, 1/2-1/2,-20,A00 - A39,Player 13330_white,Player 13330_black
